Kategorie,Familie,Material,Bauform,Serie/Verbindungstyp,Metrisch/UNC,Type,PN [bar],filename [.stp]
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING HOLES,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN25-28L,315,BKH-DN25-28L-AH
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING HOLES,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN25/32-35L,315,BKH-DN25_32-35L-AH
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING HOLES,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN25/40L,315,BKH-DN25_40L-AH
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING HOLES,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN4-8S,500,BKH-DN4-8S-AH
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING HOLES,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN6-10S,500,BKH-DN6-10S-AH
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING HOLES,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN8-12S,500,BKH-DN8-12S-AH
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING HOLES,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN10-14S,500,BKH-DN10-14S-AH
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING HOLES,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN13-16S,500,BKH-DN13-16S-AH
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING HOLES,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN13-20S,500,BKH-DN13-20S-AH
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING HOLES,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN16-20S,420,BKH-DN16-20S-AH
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING HOLES,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN20-25S,420,BKH-DN20-25S-AH
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING HOLES,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN25-30S,315,BKH-DN25-30S-AH
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING HOLES,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKHP420-DN25-30S,420,-
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING HOLES,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN25/32-38S,315,BKH-DN25_32-38S-AH
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING HOLES,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKH-DN6-7/16" UNF,500,BKH-DN6-7_16 UNF-AH
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING HOLES,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKH-DN10-9/16" UNF,500,BKH-DN10-9_16 UNF-AH
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING HOLES,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKH-DN13-3/4" UNF,500,BKH-DN13-3_4 UNF-AH
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING HOLES,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKH-DN20-1 1/16" UN,420,BKH-DN20-1 1_16 UN-AH
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING HOLES,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKH-DN25-1 5/16" UN,315,BKH-DN25-1 5_16 UN-AH
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING HOLES,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKHP420-DN25-1 5/16" UN,420,-
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN ISO 228 FEMALE THREAD,,BKH-DN4-G1/8,500,BKH-DN4-G1_8-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN ISO 228 FEMALE THREAD,,BKH-DN6-G1/4,500,BKH-DN6-G1_4-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN ISO 228 FEMALE THREAD,,BKH-DN10-G3/8,500,BKH-DN10-G3_8-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN ISO 228 FEMALE THREAD,,BKH-DN13-G1/2,500,BKH-DN13-G1_2-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN ISO 228 FEMALE THREAD,,BKH-DN16-G5/8,420,BKH-DN16-G5_8-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN ISO 228 FEMALE THREAD,,BKH-DN20-G3/4,420,BKH-DN20-G3_4-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN ISO 228 FEMALE THREAD,,BKH-DN25-G1,315,BKH-DN25-G1-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN ISO 228 FEMALE THREAD,,BKHP420-DN25-G1-STL,420,-
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN ISO 228 FEMALE THREAD,,BKH-DN25/32-G1 1/4,315,BKH-DN25_32-G1 1_4-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN ISO 228 FEMALE THREAD,,BKH-DN25/40-G1 1/2,315,BKH-DN25_40-G1 1_2-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN4-1/8" NPT,500,BKH-DN4-1_8 NPT-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN6-1/4" NPT,500,BKH-DN6-1_4 NPT-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN10-3/8" NPT,500,BKH-DN10-3_8 NPT-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN13-1/2" NPT,500,BKH-DN13-1_2 NPT-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN20-3/4" NPT,420,BKH-DN20-3_4 NPT-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN25-1" NPT,315,BKH-DN25-1 NPT-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,ANSI B1.20.1 NPT FEMALE THREAD,,BKHP420-DN25-1" NPT,420,-
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN25/32-1 1/4" NPT,315,BKH-DN25_32-1 1_4 NPT-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN35/40-1 1/2" NPT,250,BKH-DN35_40-1 1_2 NPT-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN4-6L,500,BKH-DN4-6L-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN6-8L,500,BKH-DN6-8L-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN8-10L,500,BKH-DN8-10L-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN10-12L,500,BKH-DN10-12L-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN13-15L,500,BKH-DN13-15L-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN13-18L,500,BKH-DN13-18L-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN16-18L,420,BKH-DN16-18L-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN20-22L,420,BKH-DN20-22L-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN25-28L,315,BKH-DN25-28L-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN25/32-35L,315,BKH-DN25_32-35L-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN25/40L,315,BKH-DN25_40L-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN4-8S,500,BKH-DN4-8S-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN6-10S,500,BKH-DN6-10S-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN8-12S,500,BKH-DN8-12S-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN10-14S,500,BKH-DN10-14S-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN13-16S,500,BKH-DN13-16S-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN13-20S,500,BKH-DN13-20S-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN16-20S,420,BKH-DN16-20S-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN20-25S,420,BKH-DN20-25S-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN25-30S,315,BKH-DN25-30S-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKHP420-DN25-30S,420,-
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN25/32-38S,315,BKH-DN25_32-38S-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKH-DN6-7/16" UNF,500,BKH-DN6-7_16 UNF-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKH-DN10-9/16" UNF,500,BKH-DN10-9_16 UNF-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKH-DN13-3/4" UNF,500,BKH-DN13-3_4 UNF-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKH-DN20-1 1/16" UN,420,BKH-DN20-1 1_16 UN-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKH-DN25-1 5/16" UN,315,BKH-DN25-1 5_16 UN-AT
2-way_threaded,BKH - BKHP420,Steel,WITH ASSEMBLING THREADS,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKHP420-DN25-1 5/16" UN,420,-
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN ISO 228 FEMALE THREAD,,BKH-DN4-G1/8,500,BKH-DN4-G1_8
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN ISO 228 FEMALE THREAD,,BKH-DN6-G1/4,500,BKH-DN6-G1_4
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN ISO 228 FEMALE THREAD,,BKH-DN10-G3/8,500,BKH-DN10-G3_8
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN ISO 228 FEMALE THREAD,,BKH-DN13-G1/2,500,BKH-DN13-G1_2
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN ISO 228 FEMALE THREAD,,BKH-DN16-G5/8,400,BKH-DN16-G5_8
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN ISO 228 FEMALE THREAD,,BKH-DN20-G3/4,315,BKH-DN20-G3_4
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN ISO 228 FEMALE THREAD,,BKHP420-DN20-G3/4,420,-
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN ISO 228 FEMALE THREAD,,BKH-DN25-G1,315,BKH-DN25-G1
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN ISO 228 FEMALE THREAD,,BKHP420-DN25-G1-STL,420,-
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN ISO 228 FEMALE THREAD,,BKH-DN25/32-G1 1/4,315,BKH-DN25_32-G1 1_4
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN ISO 228 FEMALE THREAD,,BKH-DN25/40-G1 1/2,250,BKH-DN25_40-G1 1_2
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN4-1/8" NPT,500,BKH-DN4-1_8 NPT
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN6-1/4" NPT,500,BKH-DN6-1_4 NPT
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN10-3/8" NPT,500,BKH-DN10-3_8 NPT
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN13-1/2" NPT,500,BKH-DN13-1_2 NPT
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN20-3/4" NPT,315,BKH-DN20-3_4 NPT
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,ANSI B1.20.1 NPT FEMALE THREAD,,BKHP420-DN20-3/4" NPT,420,-
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN25-1" NPT,315,BKH-DN25-1 NPT
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,ANSI B1.20.1 NPT FEMALE THREAD,,BKHP420-DN25-1" NPT,420,-
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN25/32-1 1/4" NPT,315,BKH-DN25_32-1 1_4 NPT
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN35/40-1 1/2" NPT,250,BKH-DN35_40-1 1_2 NPT
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN4-6L,500,BKH-DN4-6L
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN6-8L,500,BKH-DN6-8L
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN8-10L,500,BKH-DN8-10L
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN10-12L,500,BKH-DN10-12L
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN13-15L,500,BKH-DN13-15L
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN13-18L,500,BKH-DN13-18L
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN16-18L,400,BKH-DN16-18L
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN20-22L,315,BKH-DN20-22L
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN25-28L,315,BKH-DN25-28L
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN25/32-35L,315,BKH-DN25_32-35L
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN25/40L,315,BKH-DN25_40L
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN4-8S,500,BKH-DN4-8S
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN6-10S,500,BKH-DN6-10S
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN8-12S,500,BKH-DN8-12S
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN10-14S,500,BKH-DN10-14S
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN13-16S,500,BKH-DN13-16S
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN16-20S,400,BKH-DN16-20S
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN20-25S,315,BKH-DN20-25S
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKHP420-DN20-25S,420,-
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN25-30S,315,BKH-DN25-30S
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKHP420-DN25-30S,420,-
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN25/32-38S,315,BKH-DN25_32-38S
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKH-DN6-7/16" UNF,500,BKH-DN6-7_16 UNF
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKH-DN10-9/16" UNF,500,BKH-DN10-9_16 UNF
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKH-DN13-3/4" UNF,500,BKH-DN13-3_4 UNF
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKH-DN20-1 1/16" UN,315,BKH-DN20-1 1_16 UN
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKHP420-DN20-1 1/16"UN,420,-
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKH-DN25-1 5/16" UN,315,BKH-DN25-1 5_16 UN
2-way_threaded,BKH - BKHP420,Stainless Steel,STANDARD,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKHP420-DN25-1 5/16" UN,420,-
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,DIN ISO 228 FEMALE THREAD,,BKH-DN4-G1/8,500,BKH-DN4-G1_8-AH
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,DIN ISO 228 FEMALE THREAD,,BKH-DN6-G1/4,500,BKH-DN6-G1_4-AH
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,DIN ISO 228 FEMALE THREAD,,BKH-DN10-G3/8,500,BKH-DN10-G3_8-AH
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,DIN ISO 228 FEMALE THREAD,,BKH-DN13-G1/2,500,BKH-DN13-G1_2-AH
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,DIN ISO 228 FEMALE THREAD,,BKH-DN16-G5/8,400,BKH-DN16-G5_8-AH
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,DIN ISO 228 FEMALE THREAD,,BKH-DN20-G3/4,315,BKH-DN20-G3_4-AH
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,DIN ISO 228 FEMALE THREAD,,BKHP420-DN20-G3/4,420,-
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,DIN ISO 228 FEMALE THREAD,,BKH-DN25-G1,315,BKH-DN25-G1-AH
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,DIN ISO 228 FEMALE THREAD,,BKHP420-DN25-G1-STL,420,-
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,DIN ISO 228 FEMALE THREAD,,BKH-DN25/32-G1 1/4,315,BKH-DN25_32-G1 1_4-AH
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,DIN ISO 228 FEMALE THREAD,,BKH-DN25/40-G1 1/2,250,BKH-DN25_40-G1 1_2-AH
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN4-1/8" NPT,500,BKH-DN4-1_8 NPT-AH
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN6-1/4" NPT,500,BKH-DN6-1_4 NPT-AH
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN10-3/8" NPT,500,BKH-DN10-3_8 NPT-AH
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN13-1/2" NPT,500,BKH-DN13-1_2 NPT-AH
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN20-3/4" NPT,315,BKH-DN20-3_4 NPT-AH
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,ANSI B1.20.1 NPT FEMALE THREAD,,BKHP420-DN20-3/4" NPT,420,-
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN25-1" NPT,315,BKH-DN25-1 NPT-AH
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,ANSI B1.20.1 NPT FEMALE THREAD,,BKHP420-DN25-1" NPT,420,-
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN25/32-1 1/4" NPT,315,BKH-DN25_32-1 1_4 NPT-AH
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN35/40-1 1/2" NPT,250,BKH-DN35_40-1 1_2 NPT-AH
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN4-6L,500,BKH-DN4-6L-AH
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN6-8L,500,BKH-DN6-8L-AH
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN8-10L,500,BKH-DN8-10L-AH
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN10-12L,500,BKH-DN10-12L-AH
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN13-15L,500,BKH-DN13-15L-AH
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN13-18L,500,BKH-DN13-18L-AH
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN16-18L,400,BKH-DN16-18L-AH
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN20-22L,315,BKH-DN20-22L-AH
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN25-28L,315,BKH-DN25-28L-AH
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN25/32-35L,315,BKH-DN25_32-35L-AH
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN25/40L,315,BKH-DN25_40L-AH
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN4-8S,500,BKH-DN4-8S-AH
2-way_threaded,BKH - BKHP420,Stainless Steel,WITH ASSEMBLING HOLES,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN6-10S,500,BKH-DN6-10S-AH
